"reviewerID","asin","reviewerName","helpful__001","helpful__002","reviewText","overall","summary","unixReviewTime","reviewTime"
"AEQR0VUFBZXUY","0972683275","D. Durbin ""Student of Poetry, Student of Life""","0","0","Needed a corner mounted Flatscreen. This did the job well, easy to install. I had to mount in a metal stud, so I used two support boards in the back to distribute the weight more evenly. Expectations of item met at a fraction of the cost from competitors.","5.0","Good corner mount","1363737600","03 20, 2013"
"A13BWQDECDDVIZ","0972683275","D. Jacobs","0","0","I'd never bought one of these, mainly due to the high prices in the retail stores.  I hadn't looked online much, and hadn't really needed a monitor mounting device until recently.This thing is well built, and it does the job.  It's not fancy but if you are just looking for an inexpensive way to hang a monitor (TV or PC) on the wall this will do the job.  It comes with a nice bag of heavy-duty hardware.  It is primarily designed for mounting TV sets, but you can get it to work with a PC monitor, as long as it has the VESA mounting.It mainly articulates side-to-side and in-and-out.  It'll pivot a bit up and down, but that's limited.","4.0","VideoSecu","1296950400","02 6, 2011"
"A12XCRHPREC51Y","0972683275","DnP","0","0","Only gave this four stars because it's only supporting a 32"" TV. I think I would be scared to mount a 55"" TV on it. If you sprang for a 50"" or bigger TV, spend a little more on a properly rated mount. As with any TV mount, make sure you're hitting wall studs with the main screws, don't just use anchors in drywall or you're asking for trouble. LOTS of hardware included in the kit, so mounting any style or brand of TV shouldn't be a problem.","4.0","Nice mount for the money.","1371427200","06 17, 2013"
"A3QPJS71FU70MX","0972683275","Donald Jones","0","0","Nothing fancy, just decent quality and simple installation.  As may have been mentioned, one must discard the provided Phillips screws that the manufacturer provides to affix the bracket to the wall stud.  Use your own.  The TV I mounted with it is an older flat-panel, so it's a little heavier than the news ones.  This thing isn't fazed, and stays where I put it.","4.0","These mounts are amazing","1380240000","09 27, 2013"
"A2A3B0JX2JRS6S","0972683275","Dustan Dennington","0","0","Amazing how easy it is to move my 46"" around on this mount and able to hang off one stud. Nice quality feel to metal it is made of.","5.0","in love with this mount","1379462400","09 18, 2013"
"A1ZPEZMQBCTZQN","0972683275","Dusty","0","0","Very sturdy. The arm is very stiff at first so you have to work it lose.  However, the mount works great, just make sure you get that stud just right. I was impressed with the quality and happy with the price.","4.0","Works great.","1384300800","11 13, 2013"
"A2OGXHE7PVLTOE","0972683275","D. Wallas","0","0","Don't have anything to really complain about.  EXCEPT there doesn't seem to be a way, or i'm missing it to tilt the TV up or down (ie. mounted high on the wall and pointed down towards the chair).  and i am quite savvy with tools/assembly/etc. And it is difficult to get to the bolt heads on the back of the TV to adjust the angle.  No reason to not buy it though.","4.0","no problems with it.  works as intended.","1324080000","12 17, 2011"
"A3OYE7X2O08LNT","0972683275","dwilly910","0","0","Bought the mount for my 30"" Dell U3011 monitor.  It fits the Dell quite well, and I bought it for it's reach from the wall, it's ability to manipulate, and it's weight capacity.  And in all those respects, I'm quite happy.However, there is a noticeable tilt/sag to the monitor when I have the arm extended.  I'm not so concerned with sag perpendicular to the wall, as that was expected, but the rotational sag that I sometimes get.","4.0","Works good, but has some sag","1360195200","02 7, 2013"
"A2LR9WP2JGDT8E","0972683275","E. Coronel","0","2","The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate. The holes don't align so I couldn't put two screws in. I just used one screw which is not the most secure attachment. Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom. This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.","2.0","screw holes don't align","1355702400","12 17, 2012"
"A18FTRFQQ141CP","0972683275","ela92","0","0","VERY HAPPY, it looks great, I'm so happy we got it. Holds good, it is a lil hard to get it to the wall. Other then that its fine I love how we have more room in our room. My husband is so happy I ordered this, it only cost us $28 free shipping and FAST(: VERY THANKFUL TO THE SELLER.","5.0","SAMSUNG 32in PLASMA(: DOES THE WORK FOR US ( FAST SHIPPING!!!!!!!!)","1332028800","03 18, 2012"
"A1XEYWWDJ09OEA","0972683275","Eric Fleckenstein","0","0","I wasn't willing to pay $100 for simply mounting a TV, so I bought this item to give it a shot. I have no real complaints.  It holds the TV up, which is all I wanted.  It does not have smooth pivot points, so if you're planning on moving it around a lot, don't use this one, but if it's going to stay in a static area, this is your mount.","4.0","Great mount for the price","1297468800","02 12, 2011"
"A2JMN2JA9LSHVL","0972683275","Eric G. Gruner","1","2","Bought NEW but I could tell right away that mine had been repackaged and refurbished.  Plus the was missing the 4 arms but had some other random hardware included.  I made mine work for my 32"" set and it serves it's purpose. Just wish the seller was upfront on the condition, I could have bought a used one for $5 less.","1.0","Bought NEW Stand for $25, but mine had the 4 arms missing and was refurbished","1354320000","12 1, 2012"
"A3ATF868IEP191","0972683275","Eric","0","0","This is a rather good tv mount. This tv mount works exactly as expected and described. I would buy again.","4.0","good mount","1360540800","02 11, 2013"
"A14O9P3DV5EHKO","0972683275","E. Solch","0","1","I had to use a hacksaw to cut away part of this to hang my 24"" LED TV in my bedroom. Other than that, seems to work fine.","3.0","A little big for 24"" TV's","1359331200","01 28, 2013"
"AVHB9LLVCTEKY","0972683275","Evan Caltrider","0","0","I have a 42"" Hannspree LCD TV. It weighs 42.5 lbs. Most other reviews said they had a TV smaller than this so I was a little skeptical but got it because of the good price and it said it could hold 60 or so lbs. Most of my reservation was because it was the first time I've mounted a TV and worried it would fall within a week. I've had it over a month and its nice to have it be able to swing out, extend, and angle. I like the fact that I can get a bigger TV and still use this mount as its in my living room. It was not too hard to install. I bought a stud finder because I didn't have one and most everything else I already had to install it. I do highly recommend recruiting some help with the install, at least for when putting the TV on. This would be extremely hard by yourself, especially if you have a bigger TV. Overall, very happy with this mount.","5.0","Good and versatile","1375142400","07 30, 2013"
"A2GPNXFUUV51ZZ","0972683275","Farmer-Al","0","0","Installed easy and in no time at all (finding the stud was the hardest part for me).  Articulates well with the 40"" TV on it. I would not hesitate to look for this brand when it is time for the next TV mount.","5.0","Easy install, great price, good performance.","1395878400","03 27, 2014"
"A3CLWR1UUZT6TG","0972683275","FD Firefighter 121 ""Remember the 343""","0","0","I have two of these now in different rooms. Works well with my Samsung TV'S  for the size noted above","5.0","Works well","1373587200","07 12, 2013"
"A1V8UZ63FQD382","0972683275","FL Guy ""FL Guy""","0","0","We got this one recently and its a great wall mount. The unit is pretty heavy, so you will need a helper. It also includes a variety of screws to mount also. Our TV documentation stated it was a 400x400 pattern. But after putting hte plate over the back, seems we didn't need the extra extenders as its 200x200. This is on a Samsung 40"" 5000 series LEDTV.The arm is hard to push and pull, but that is more due to being new and stiff. Make sure you adjust the tilt angle screws as our unit came with them loose so we had to tighten them.I initially was scared to mount it (what if it falls if I screw up!!!) but its pretty easy. Not only did i use a stud finder to get the general location of the stud, but i also used nails to get the actual edges (those basic studfinders are never ""exact""). make sure you do the same.not bad for $30-ish","5.0","Great product","1376870400","08 19, 2013"
"A3Q7DHKIU7TMBI","0972683275","follownobody","0","0","this is a good product.  It went up easily.  I did it myself.  I wish I might have gotten one with a little more adjustment.  It's very rigid.","4.0","for my office tv","1357171200","01 3, 2013"
"AOOQGCJEV25VT","0972683275","Frankie","0","0","I have purchased 3 of these wall mounts and they hold my 37 and 32 inch flat screens perfectly. I love these and highly recommend them.","5.0","One of the best wal mount sets ever!!","1355184000","12 11, 2012"
"A24OHQK700QEIW","0972683275","Fredy","0","0","Very good item; I am happy wit it, and delivery time was excellent!!  I recomended; is a good support for your LED TV. It is easy to install, and it have extra screws for different sizes TV.","5.0","Very good!!","1335916800","05 2, 2012"
"A3T3M5EYGCWSUA","0972683275","Frequent Amazon Customer","0","0","This was perfect for my 24"" LED monitor, I had it up in just a few mins and with no problems.  It included a small bubble level and it also came with a 6' HDMI cable which I was not expecting.","5.0","Strong/Easy install/ and comes with HDMI cable also!","1309564800","07 2, 2011"
"A38FGQVJM18OWV","0972683275","George S. Mitchell ""gsmitchell""","8","18","I checked around Amazon as well as some other sites, and decided these were what I needed.  I read the reviews, looked at the pictures and bought two of these.  I received them today.  I unpacked one of them, read the instructions and immediately filled out the return request for Amazon.  These mounts are very, very heavy and require 6, yes SIX, screws to mount to the wall.  Are you kidding me?  The TVs are only 22 lbs!  Two screws in the studs and then more damage to the wall than is necessary.  What a joke!  And Lag bolts?  Ever heard of screws?  The other issue is that these are very hard to move.  I bought an articulating wall mount for a reason, and I expect them to be able to move without a wrench in my hand.","1.0","What a piece of junk!","1291161600","12 1, 2010"
"A1CA40102FA5N0","0972683275","Gerald Wendel","0","0","Installed easily, has a nice long reach.  Attached a 32"" TV for the grandkids and it works out great. accomodates many different size TV's and was a very good price.","5.0","Nice reach","1395446400","03 22, 2014"
"A12PFARGH9ELDI","0972683275","G. Kelly","0","0","For the price.....can't be beat.  I have two TV's hanging in the living room.  No issues, easy to hang.  I would recommend to a friend.","5.0","For the price, can't be beat.","1377734400","08 29, 2013"
"A1P560UNX4SBE7","0972683275","goatbear2","2","2","Works Great. Holds my 40 inch TV effortlessly. Very well built. Definitely worth the price. Easy to install TV to the mount. Has cord clips. TV can be tilted up or down and sideways. Extends from the wall 24 inches. I highly recommend this brand..","5.0","Samsung TV wall Mount","1382400000","10 22, 2013"
"A28RVT20CEXA8B","0972683275","Golfore","0","0","Used this with a Panasonic 22 inch LCD. Very durable and works as advertised.It was advertised as fitting 22""-37"" televisions, but the size of the t.v mounting plate is so large that it covers some of the plug connections on the back of the television. I will have to cut the metal plate to get to the P.C connector if i choose to connect a computer.Haven't decided if i will keep or send back to get something with a smaller mounting plate.Other than that, it's a great product and meets my need for a hanging television.","4.0","Durable","1295654400","01 22, 2011"
"A27OMVFGJXH1VB","0972683275","Goneanddidit","0","0","I have a 47"" TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. Very easy to install, came with all hard ware.","5.0","Got Room?","1360886400","02 15, 2013"
"A3E4YU6APQLRKE","0972683275","Green_Steve","0","0","Great Mount, so many areas of articulation. This was a great gift idea my mother loves it. I have purchased two of them and they are sturdy and give a touch of class to every room you put them in. A must have any video file or those who want to save space in a bedroom or office.","5.0","One more elegant solution for the home or office.","1384646400","11 17, 2013"
"A1N4DKWTQ9YP1Q","0972683275","Heidi L. Rathbone ""HLR61""","0","0","This is perfect for what I needed it for. I can move the screen from side to side if I need to and I don't have the TV sitting on my desk.....","5.0","Wall Mount","1359763200","02 2, 2013"
"AD0VA39FRVNKN","0972683275","HM","0","1","have not had the opportunity to install the tv mount as of yet - will follow up once mounted in place. great price and quick shipping","5.0","Vide Swing Arm tv mount","1360627200","02 12, 2013"
"ABM9CL72EGWKN","0972683275","Hold Fast","0","0","Why pay the $$$$ at Best Buy when you can get the same products for a fraction of the prices here.  The VideoSecu Long Arm TV Wall Mount Low Profile Full Motion works great.","4.0","Good Product","1383782400","11 7, 2013"
"A3A7ZJ4QS65X15","0972683275","Isaac LePes","0","0","Pro's: Easy to setup.  Supports many different VESA formats. Has some articulation.  Sturdy construction.  Can be installed by one person w/o too much effort.Con's: Cable guides fall off easily.  The joints are a bit too stiff; you really have to man-handle it to get it fully extended, and you have to push fairly hard to get it to compact again.  So far I have not noticed any wear from this firm pulling/pushing, but I worry because it is only attached to the studs buy 2 bolts.","3.0","Bought to mount 46"" LCD","1360281600","02 8, 2013"
"A110S8IJ3ZID0D","0972683275","Jake","0","0","We bought this for a 55"" Vizio and it worked perfectly. I would buy it again and recommend it. Good quality.","5.0","Worked great for 55"" Vizio","1388620800","01 2, 2014"
"A11NR4AJK9TNQM","0972683275","jaldeborgh ""jaldeborgh""","0","0","I am impressed with the solid design of this TV Wall Mount.  I think this weights more than the 26"" TV it is supporting.  It also has lots of logical adjustments so leveling the TV isn't too difficult.  The one semi negative is that it takes a fair amount of force to reposition the TV.  This does assure the TV stays put but if you plan to move the TV on the stand a lot this may be a negative.  Overall I am pleased with the stand - it seems like a good value.","4.0","Solid Design - Adjustable","1311552000","07 25, 2011"
"A13M65IGNEQXW1","0972683275","James","0","0","I bought the uint for a 32 "" Tando.  I couldn't get the parts to line up so I bought another fixed type.","3.0","Didn't fit as I expected","1359158400","01 26, 2013"
"A180BZHVJIRWBZ","0972683275","James Mac","0","0","Very well made, strong mount the only problem I have is the instructions are very poorly written or detailed. Pictures do not distinguish between Stud mount and concrete. Also the instructions do not tell you the size of the included boltsFor those of you who have never worked in the home building industry wall studs are usually 1.5 inches wide so this mount only requires 2 lag bolts in the middle holes to secure it to the wall to support a 23 lb TV. The four outboard holes on the wall mount are 1.3"" apart so don't try to use them in a wall stud measuring 1.5"" wide.Helpful hint: I have help install at least 6 other wall mounts because of family or friends so I cannot say that I am an expert but my suggestion is to drill pilot holes which the instructions do not tell you to do.After comparing the instructions on this unit to others I have installed I still must say that the pictures should have a lot more detail. Some complain that the back plate was too big for the TV they used but it's fits perfect on theLG 32LK450 32-Inch 1080p 60Hz LCD HDTVI am using it on.Works perfectly for the area of the room I am using it in which allows me to rearrange the room without the need to move the TV.","4.0","Very well made, strong mount.","1319241600","10 22, 2011"
"A1R2514DVWIIMV","0972683275","Jamie Richardson","1","1","Perhaps I misunderstood how to install the mount, but I:1) Installed the mount to the wall (easy enough)2) Attach TV the mount with some screws (difficult for one person)With one arm I held the TV (heavy!). The other arm was trying to attach some small screws connecting the TV to the mount. It took quite an effort to hold the TV for that long. Certainly having two people installing this would be waaaay easier :-)I have another similar mount where the TV back plate and the mount are separate parts. So once the back plate is installed, you slide the connecting parts together. Much easier! :-)","4.0","Solid, but not the best mount I've had","1293408000","12 27, 2010"
"A1KM3IPZ9H0JKZ","0972683275","J. A. Quayle","0","0","It took about 10 mins to install this TV Wall Mount with a 48 inch Samsung TV.  It does the job, there are much more expensive arms, but this does the trick.","4.0","Easy to install, cheap, easy to use","1390867200","01 28, 2014"
"AZ6SUJ5T0KBE5","0972683275","Jason","0","1","I used this to hang my 40"" LCD that I bought back in 07, so it's a heavy TV that outweighs my new 50"".  Everything seems to be made well, it was easy to install myself, and the TV has been hanging for 2 months now from a brick wall at it's full reach.  I can't imagine paying $100 for other TV wall mounts, as well as this one performs.","5.0","Great bargain!","1374451200","07 22, 2013"
"A7EVWY97FPSIA","0972683275","Jasson from GA","0","0","you can't beat the price and the installation was simple as can be. We installed it in our office and it is perfect! no problems and was completed in a matter of minutes","5.0","Awesome!","1355097600","12 10, 2012"
"A1VM0DU10K0DE6","0972683275","J. Davis ""WildBlue High-speed Satellite Fan""","0","0","Totally love this product!! I bought two - one for living room, one for bedroom.  I decided to try my hand in the bedroom first (in case I got frustrated and didn't finish the project).I've gotten items needing to be assembled before with all the hardware in one bag -- not so with this product!!  I'm impressed! Every nut, bolt, screw, washer, etc. is clearly packaged (individually by size and labeled!)The Arm also comes assembled -- which I disassembled for easier handling (the wall plate is attached to the Arm with two Carriage Bolts / easy to remove and makes holding in place while bolting to the wall a breeze).Took me 1-1/2 hours from start (gathering my tools) to finish (hanging the TV)  Oh, and I'm a 56 yr old disabled female.  I do have a  lot of construction/tool knowledge however.","5.0","What's the word for better than great???","1379462400","09 18, 2013"
"A1VA1QF8KZNBLL","0972683275","Jeff Lawrence","0","0","UPDATE: I have now have purchased 3 of these for work and home and with the lighter LED TV's this is a perfect mount for most sizes - this is a great mount - easy to install - easy to use - easy to expand - easy to mount TVs. I havent found another one that is so useful - even if you dont need it to extend this is still a great mount--- I guess for the price I was expecting something cheaper but I was quite surprised. It was easy to install and works for what I need it for - it may be over kill for a 22 inch LED LCD TV but I like the way it can be moved around.","5.0","the only mount I will buy","1293580800","12 29, 2010"
"A1QKUDP9EUHJXH","0972683275","Jennifer Ingberg","0","0","Used this for the bedroom. Put it in the corner but was only able to hit the stud with a couple bolts.","4.0","Insignia","1367193600","04 29, 2013"
"A3TAS1AG6FMBQW","0972683275","Jeri Zerr ""formerly a Road Warrior of the Nth...","0","0","The VideoSecu line of articulating wall mounts has become our standard of choice for high quality articulating wall mounts within our home.  The value is such that the convenience of having an articulating wall mount for connecting or reconnecting cables is well worth the few bucks required to mount our HDTVs conveniently to the wall.  Highly recommend this great quality product. This wall mount will secure any of the HDTVs using the VESA 100 or VESA 200 mount pattern. We like to use a mount on the larger end than actually needed so if we later upgrade the HDTV with a larger size there's a much better chance we won't need to replace the articulating mount.","5.0","High quality construction, comes with plenty of easy to install hardware.","1353456000","11 21, 2012"
"A2T4OX8NH9LIIC","0972683275","J. Hornback ""twister""","0","0","you can spend a ton of money on one of these, or you can buy this one.  hung a 32 inch tv with it with no problems.","5.0","works great","1358553600","01 19, 2013"
"A3VSGMP5KCQ4Q2","0972683275","Jim A","0","0","This is a really well made and engineered product which should be twice the price. It has every kind of leveling and tilting adjustment you could want, and a nice finishing piece that goes over the wall plate and lag bolts.  The mounting process can't be rushed and planning everything out before you start makes all the difference. Just make sure you find the middle of a wall stud for the lag bolts.It easily managed a 47"" led lcd which weighs 35lbs, and it might take the extra 10-12 lbs of a 55"" led lcd if it's not pulled too far from the wall. Since it can swing out over 20"" I'd be carefull about going bigger than the 35lb 47"" tv that I mountedThe only thing which was dissappointing were the two plastic wire holders which are junk (very flimsy, one was broken in the package) and shouldn't be included when simple black wire ties work far better.","5.0","Great quality tv mount at bargain price","1366243200","04 18, 2013"
"A2RUN82QPU60PN","0972683275","Jimbo","0","1","My flat screem computer monitor is very light and didn't need such a heavy duty mount.  The product is fine and would work for monitors much larger and heavier than my 20"" LED","3.0","Much heavier than I expected","1362700800","03 8, 2013"
"A2W75LE521OOTH","0972683275","Jim","0","0","The mount I purchased is great. It is designed for TV's 32"" and under. The link here, and image are not correct. But, I really thought the mount was build well, was easy to install, and the price was fantastic.","5.0","Great product, but review and image not linked to the unit I purchased.","1355875200","12 19, 2012"
"A1PYNMFFQ9IBNL","0972683275","Jim","0","0","Tv has been on wall for a long time.  Hasn't fallen off.  It's metal and considerably cheaper than kits available in stores.","5.0","Tv mount","1355702400","12 17, 2012"
"ANJY75Z24A6AG","0972683275","Jimmy Wissman","1","1","This is exactly what I needed.  It was easy to mount and supports my 40 inch TV (26 lbs) without any issue.  I haven't tested the extension brackets, but the rest of the device is very solid.  I will say that the hinges can be a bit tight, and it's not designed to be easily adjustable on the fly (you'll need a few tools).  If you plan on swinging your TV around a lot, this might not be the best choice, but it works perfectly fine if you only need to adjust it every now and then.  My favorite part is the small base.  I didn't have a lot of wall space to mount a TV, and this met my needs without eating all my money.  Keep in mind that you'll want at least two people to mount the TV on this device.  I attached my TV alone by precariously balancing it on a stack of boxes while I inserted the screws.  Speaking of which, I've mounted two TVs on this, and the box included screws which fit both (in addition to many more).  However, you may need a few more washers.","5.0","Great!","1363305600","03 15, 2013"
"AYYNNAEWP3W5Y","0972683275","JMH","0","0","This TV mount I bought for just $25 easily outdoes similar ones that cost over $100! It comes preassembled, is easy to mount on the wall, and has clear instructions. It also features a wire holder and cover for the screws on the wall. The joints are a little bit stiff, but with use and maybe a drop of oil this shouldn't be a problem. Definetely a great buy at a agreat price!","5.0","Great!","1322870400","12 3, 2011"
"A2XXCJLS58H1A7","0972683275","J. Miller","0","0","I have purchased this mount twice now - one for my bedroom TV, and one for my living room TV.  The bedroom TV is a 35"" LCD, and the TV in the living room is a 55"" LED.  (Surprisingly enough, they both weigh 50 pounds...)  This mount works very well for both of them.  It's relatively simple to install - you just need to find a stud and screw the support in to it.  (I will admit that my bedroom TV has been attached not to a wall stud, but a jury-rigged support brace on a cabinet.  It's still there and attached after 6 months.)I will say that the joints in the arms are quite stiff - it can take a little muscle to move the TV.  But I think I prefer that - it certainly doesn't feel flimsy, and it stays wherever I put it.A tip for would-be purchasers: make sure your TV supports this mount.  You can usually find your compatible VESA patterns in your user's manual.  (Or a quick online search, perhaps.)  As I often say - when buying online, it pays to do your homework.","5.0","If I had 3 TVs, I'd buy a 3rd","1376092800","08 10, 2013"
"A3DOQ1AI1MU74K","0972683275","jmindito","0","0","Amazon as always 5 stars in service and shipping.The mount was for a VIZIO E260MV 26-Inch. Product comes adequate with a lot of screws, an Alan key and standard nut key that fits all the nuts. The bubble level (with magnet on the side) and cable are a nice addition.Had to cut 1 inch from the top and bottom of the base that gets screwed no to the TV, since it covered some of the inputs. Other wise very practical for my bedroom/Study that has more width so the convenience of swirling is why we wanted this and it does a good job.For the price ($25 and free shipping), its is a really good deal. Would recommend this.","4.0","Nice Flexiable mount, had to cut to fit VIZIO E260MV 26""","1320883200","11 10, 2011"
"A2I87F2QCJ6RK3","0972683275","John Culpepper","1","1","This device is somewhat weak even for the 46 inch TV weighing only 31lbs that I'm using it with. after some adjusting it's working ok.","3.0","Somewhat weak","1358899200","01 23, 2013"
"A2EOJNVW4NF4AE","0972683275","John F","0","0","Easy to install and the TV is still on the wall after three weeks! I consider this a good value for the money","4.0","Good value for the money","1300665600","03 21, 2011"
"AB31FF0JMPOUP","0972683275","Johnson","0","0","Very easy to setup, simple instructions, has all the mounting hardware and fits a huge different variety of TV's with great support.","5.0","Very easy to setup.","1386633600","12 10, 2013"
"A10S9NK38WEQ65","0972683275","John Vesik","0","0","Very concerned over hanging a 46"" tv on the wall.  Got this mount due to low price.  Very impressed.  No doubt it will handle a 30# TV.  Allows full 90 degree rotation with 21"" from wall to centerline at maximum extension.","4.0","Very sturdy.  As advertised","1389052800","01 7, 2014"
"A56AUIA2KJ3KQ","0972683275","Jonathan C. Ross","0","0","Another gem hidden amoungst the Amazon halls. This works well for my LED tv's. I used the heavy duty mount bolts for mounting my tv on the back porch. I hung on the sucker and it's not coming down. And I'm 190lbs!","5.0","Perfect, sturdy, and works well.","1355443200","12 14, 2012"
"A22UL4BXTSXSCB","0972683275","jongbhak","0","0","It needs improment. I wish it has one more hole to put a screw on the wall.It looks shaky for 55 inch TV. However, it still holds it.","4.0","It is holding 55"" samsung TV, still.","1374192000","07 19, 2013"
"AD3L2C20LB7EP","0972683275","jose","0","0","quickly shipped to my house and mounted myself. i ordered this for my 32 inch Phillips LCD tv and for the price i paid its a great value. does the job that any other higher priced wall mounts can do. would recommand","5.0","VideoSecu Tv wall mount","1303084800","04 18, 2011"
"A2UT34LEOXUR33","0972683275","Jose Robaina","0","0","Very good materials, very lightweight,  cheaper than others brands. I have a 47"" LG Led tv and it fit at 100%, and I'm capable of sell my tv, buy an 55"" and use the same mount without problems.","5.0","Very good material.","1374278400","07 20, 2013"
"A39KBWLS6TURMR","0972683275","Julie Miller","0","0","Made in china, but this time , its well made. nice and sturdy and lots of options to mount differenct type of LCD. It has a good viewing set of angles and can be adjusted just about any view you want. the value for cost here is big, since most of these sale for over 75.00, or over 100.00 at wm. im pleased with it.","5.0","Made in R.o.C., but good for once","1334966400","04 21, 2012"
"ALVJCD5NY28G4","0972683275","Just a dude","0","0","Mount went up easily and seems sturdy enough.  However, adjusting the TV sometimes leaves the TV crooked.  Also, it is almost impossible to adjust tilt without using the provided tools.  Even after using the tools, we couldn't really adjust the tilt to the full amount.","4.0","Good sturdy mount, however could be better","1292803200","12 20, 2010"
"ATWPVC644K29Z","0972683275","Just a Regular Guy","0","0","Great functionality, really incredible price, and a snap to install.  Honestly, ridiculously good product - wish they were all so easy.","5.0","Can't beat it","1370822400","06 10, 2013"
"A2LME30OB5OHTN","0972683275","Jwalsh62","0","0","Quick and easy installation - very solid product. Very pleased with this purchase.When in need of this type mount again I will certainly purchase this brand/model again.Great price on Amazon makes it very easy.","5.0","Quick and Easy - very solid","1335484800","04 27, 2012"
"A1EWQ5Y6HHSJGX","0972683275","J. Watts ""JLW""","0","0","Excellent buy! We are very pleased with this item. It performs very well. The instructions were clear. It was easy to assemble. It holds a 47"" TV very well.","5.0","Great Wall Mount","1386460800","12 8, 2013"
"A120ULF73SUTI9","0972683275","J. W. Kennedy ""kennedy610""","2","2","Warning, Do your homework before ordering a tv wall mount!!Mom and dad bought a 32 inch Seiki TV and needed it angled on the wall for optimum viewing. That is where I the eldest son came into the picture(pun intended).I knew in advance the location had plywood backing behind the drywall, which meant this mount would be easy to install as wood screws would be secure anywhere on the wall. But what if it was a typical installation, would there be a stud in the wall centered where needed to hold the tv and mount securely? It seems unlikely most people would, so what are the options?Option #1. Buy a different mount with a mounting plate rather than small 2 hole bracket as on this model. If you don't know what I am talking about, look at other tv wall mounts and you will see on many of these a large wall plate that can easily cover an area with at least one stud, and addtionally allow drywall anchors elsewhere on the plate to handle the weight of any tv. This model has only a small wall bracket with holes for 2 screws or anchors.Option #2. Use wall anchors. Again, there are only 2 holes in this bracket so take into account the weight of the tv and the rating of the anchors. Proceed at your own risk.Option #3. Install a stud. You're on your own with this...The mount is well made, everything fits and it looks good but as mentioned, a little homework will save you time and make installation easy.I hope this review is useful. :-)","4.0","Well made, Excellent Value","1363305600","03 15, 2013"
"A4AF29Y2BHYEY","0972683275","Kadambari Kiranmayi","0","0","Too Heavy and Poor weld quality .Lot of blow holes in welding, though painting was made nice to cover it or else it was made with inefficient welder. I think this is is not well designed by experts. Hope no calculations are involved in making it. Just copied the shape forms some other manufacturer.","3.0","Too Heavy and Poor weld quality,","1376784000","08 18, 2013"
"A6FGKXU6ZPW64","0972683275","Kado","0","0","i bought a funky double hinged wall mount from amazon and it did not work. I went to best buy and they said to purchase this $350 wall mount they had, I snagged a pic of the measurements and extension ability from the box, came home and found this one to be near similar. Needless to say I now have my 47 in LG flat screen securely mounted and sitting pretty in the corner of my living room.","5.0","Fantastic Mount for Corners","1390953600","01 29, 2014"
"A1463ASM7QMU2I","0972683275","Kazap ""Steeler Fan""","0","0","I have 3 swivel mounts and this one is not the best. If you don't use the swivel feature frequently or don't place it where it may be bumped it will do the job. I prefer the strength and stability offered by mounts which have TWO arms extending from a longer wall bracket. These more stable brackets can be found at similar or slightly higher prices. Also look for a feature which allows the TV Bracket (and TV) to be lifted off the swivel arm more conveniently.","3.0","It's OK","1326412800","01 13, 2012"
"A2BLGQ2SCSKCCY","0972683275","KENANTHONYREPAIR","0","0","JUST IN STALL ANOTHER SAMSUNG 55"" LED FLAT SCREEN. OUTSIDE A  PATIO DECK AREA WHAT A DIFFERENCE THIS UNIT MADE.THE MOUNTING KIT WAS VERY EASY TO USE. AGAIN I DID UPGRADED TO  USING LONGER HEAVIER MOUNTING BOLTS. THAT WAS ONLY $1.00 MORE BUT IT'S WORTH IT IN THE LONG RUN. HERE IN EARTHQUAKE COUNTRY YOU NEES THAT SUPPORT. YOUR FLATSCREEN TV RETRACTS A FEW INCHES OFF THE WALL PLUS IT WILL LOOK SWEET FROM 2"" TO 24"" FROM WALL AREA","5.0","SWING ARM WALL MOUNT","1358812800","01 22, 2013"
"A21OS6PWQG5YOO","0972683275","Kevin B.","0","0","For a good wall mount of a smaller TV, this is perfect. Much cheaper than similar in various stores, and actually is more flush/compact than I have seen on others with all the adjustments you could want.Only gripe is that the included wrench to tighten the wall bolts is pretty weak and strips itself almost immediately, but it'll work to get it on at least. All hardware needed is included, I had to use a few adapter pieces on my first TV. Getting ready to hook a second one up on another rooms wall, both are 32"" screens. I feel confident they will be there until I decide to remove em.Wall stud mounting required, but depending on the stud size, you may only get two of the three wall bolts into the stud. Should be enough though.","5.0","Liked it so much I bought another","1337904000","05 25, 2012"
"A1OYA1IESSJ8F6","0972683275","Kevin","0","0","I use this arm to mount my 39 inch Vizio. I'm surprised my TV has a 100x100 mount thingy. It can tilt left and right, up and down. I do wish it swiveled the TV so that it wasn't crooked. When the bolts get loose, my TV looks crooked.","5.0","Good arm","1390262400","01 21, 2014"
"AA81KFW4X8UIH","0972683275","Kevin","0","0","Was a perfect fit for my 32"" flat screen TV.  I would recommend this wall mount for that size tv","5.0","Good Purchase","1360540800","02 11, 2013"
